,test_g_acc,test_g_auroc,test_g_aurpc,test_g_recall,test_bb_auroc,test_selected,test_rejected,test_emperical_coverage,test_true_coverage,test_positive_samples_gt,test_postive_samples_pred,test_postive_samples_pred_correct
0,85.5381217503336,0.9109197029619622,0.7730048796833517,0.855381217503336,0.9119996182717152,21733.0,2339.0,0.9028331671651711,0.2,tensor(5454),tensor(5454),tensor(3403)
1,84.09055906360696,0.8983912124523313,0.7543434393088075,0.8409055906360696,0.897844624164025,19479.0,4593.0,0.8091974077766699,0.2,tensor(5230),tensor(5230),tensor(3205)
2,75.0637923449186,0.8074647294430309,0.6688092583199371,0.7506379234491861,0.8064980925847174,11365.0,12707.0,0.4721252907942838,0.45,tensor(3817),tensor(3817),tensor(1664)
3,56.543624161073815,0.6153112750348322,0.5495397376323115,0.5654362416107382,0.630314323430168,2980.0,21092.0,0.12379528082419411,0.45,tensor(1302),tensor(1302),tensor(8)
4,55.65487757481537,0.5925784252762694,0.5344967949251189,0.5565487757481539,0.6035220991093768,2573.0,21499.0,0.10688767032236623,0.05,tensor(1141),tensor(1141),tensor(0)
